Date,Demand_Avg_MW,Demand_Min_MW,Demand_Max_MW,Demand_Std_MW,Wind_Avg_MW,Solar_Avg_MW,Price_Avg_kWh,Temperature_Avg_C,Rainfall_Total_mm,Year,Month,DayOfWeek,IsWeekend
2025-02-14,34127.041666666664,25052.0,41646.0,5379.499383330034,1904.2916666666667,968.8541666666666,0.2582700021794268,4.35,3859.2000000000003,2025,2,4,0
2025-02-15,32454.020833333332,24495.0,39442.0,4857.905491620249,858.6875,385.7291666666667,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,2,5,1
2025-02-16,30900.479166666668,23242.0,40271.0,5107.253756739227,1976.8541666666667,696.0625,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,2,6,1
2025-02-17,33901.395833333336,24748.0,42309.0,5624.539204727279,1999.6041666666667,1366.8958333333333,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,2,0,0
2025-02-18,33231.145833333336,25581.0,42166.0,4934.9694473588415,2628.5208333333335,1821.625,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,2,1,0
2025-02-19,33853.625,24556.0,41605.0,6084.948751073543,3057.1875,660.6666666666666,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,2,2,0
2025-02-20,30210.375,21851.0,37166.0,5065.07608741237,4801.166666666667,421.4375,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,2,3,0
2025-02-21,28174.0625,19951.0,35089.0,4623.512459602088,4806.125,677.2916666666666,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,2,4,0
2025-02-22,25736.520833333332,20469.0,34210.0,3650.775452395291,2416.6041666666665,1632.6041666666667,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,2,5,1
2025-02-23,25997.9375,18545.0,34653.0,5047.991521413831,5118.5625,449.1041666666667,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,2,6,1
2025-02-24,28372.479166666668,19791.0,37332.0,5376.331815168293,3506.0416666666665,1682.0,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,2,0,0
2025-02-25,29579.166666666668,21549.0,38039.0,4835.378179816335,1999.5416666666667,1878.8125,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,2,1,0
2025-02-26,32072.208333333332,23158.0,39823.0,5453.292684664001,1545.2916666666667,1094.9166666666667,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,2,2,0
2025-02-27,30890.708333333332,23120.0,39938.0,4892.399785156708,1389.7083333333333,2284.4166666666665,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,2,3,0
2025-02-28,30948.125,24734.0,38786.0,4054.1437148476,744.4375,2482.8958333333335,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,2,4,0
2025-03-01,27907.583333333332,23901.0,36560.0,3858.428838178928,899.0416666666666,2578.7291666666665,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,3,5,1
2025-03-02,26875.75,22812.0,36663.0,4222.009179364527,1506.2083333333333,2580.0625,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,3,6,1
2025-03-03,29930.833333333332,23139.0,39318.0,4962.756960851728,1468.0833333333333,2620.7708333333335,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,3,0,0
2025-03-04,28832.520833333332,23446.0,37168.0,4318.666263724146,2567.2083333333335,2799.4166666666665,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,3,1,0
2025-03-05,28011.0625,21905.0,36536.0,4447.497667975661,3523.9166666666665,2746.2083333333335,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,3,2,0
2025-03-06,27560.854166666668,22253.0,35651.0,4090.363699116022,2959.2291666666665,2552.1041666666665,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,3,3,0
2025-03-07,28617.625,21505.0,35652.0,4332.98727784885,1302.8125,1449.5833333333333,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,3,4,0
2025-03-08,24021.083333333332,20299.0,32279.0,3570.9299928988244,1554.0833333333333,2556.3541666666665,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,3,5,1
2025-03-09,23949.645833333332,19796.0,33720.0,4330.221391271939,1015.5625,2609.2291666666665,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,3,6,1
2025-03-10,28392.875,20715.0,36371.0,4813.4227775156405,2512.9583333333335,1213.4791666666667,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,3,0,0
2025-03-11,29450.020833333332,21734.0,37925.0,4890.513859306338,1873.7916666666667,1928.9583333333333,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,3,1,0
2025-03-12,30448.895833333332,23005.0,38997.0,4634.050579800836,2010.0416666666667,1759.0,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,3,2,0
2025-03-13,31569.979166666668,23540.0,40166.0,4865.292554189789,1134.0,1743.8333333333333,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,3,3,0
2025-03-14,31227.5,25163.0,38553.0,3841.5646468815553,698.0416666666666,1970.4375,0.2582700021794268,5.800000000000001,2121.6000000000004,2025,3,4,0
2025-03-15,27986.1875,24198.0,36091.0,3487.045385034048,735.4791666666666,2486.1875,0.2582700021794268,9.0,211.20000000000002,2025,3,5,1
2025-03-16,27917.416666666668,23534.0,36648.0,4203.0695512306565,859.5,2071.6458333333335,0.2582700021794268,9.0,211.20000000000002,2025,3,6,1
2025-03-17,31702.4375,22818.0,39950.0,5564.290816796243,1335.8125,1110.7708333333333,0.2582700021794268,9.0,211.20000000000002,2025,3,0,0
2025-03-18,28437.8125,23474.0,37748.0,4435.190569708102,1947.5833333333333,3746.6666666666665,0.2582700021794268,9.0,211.20000000000002,2025,3,1,0
2025-03-19,29404.479166666668,24307.0,37295.0,3887.060569620336,485.7083333333333,2988.4791666666665,0.2582700021794268,9.0,211.20000000000002,2025,3,2,0
2025-03-20,27158.8125,23192.0,35183.0,3641.9291454208633,1026.9166666666667,3296.3125,0.2582700021794268,9.0,211.20000000000002,2025,3,3,0
2025-03-21,26754.291666666668,20569.0,33178.0,3575.359264544947,3047.0416666666665,1586.1875,0.2582700021794268,9.0,211.20000000000002,2025,3,4,0
2025-03-22,25486.895833333332,20649.0,32474.0,3266.871782644305,1272.2708333333333,1490.1875,0.2582700021794268,9.0,211.20000000000002,2025,3,5,1
2025-03-23,25949.333333333332,19547.0,34318.0,4497.620455181301,1106.8541666666667,970.25,0.2582700021794268,9.0,211.20000000000002,2025,3,6,1
2025-03-24,27702.0,21675.0,35577.0,4302.838993531516,1064.0416666666667,2666.2916666666665,0.2582700021794268,9.0,211.20000000000002,2025,3,0,0
2025-03-25,28484.3125,21090.0,36259.0,4505.850358529175,1281.7291666666667,1853.3333333333333,0.2582700021794268,9.0,211.20000000000002,2025,3,1,0
2025-03-26,26989.604166666668,22274.0,35511.0,3779.334269528609,1263.1041666666667,3121.25,0.2582700021794268,9.0,211.20000000000002,2025,3,2,0
2025-03-27,26108.3125,21183.0,33226.0,3584.715420357215,3106.4375,2377.6875,0.2582700021794268,9.0,211.20000000000002,2025,3,3,0
2025-03-28,24557.520833333332,19646.0,32757.0,3925.3661652732017,3538.625,2866.5625,0.2582700021794268,9.0,211.20000000000002,2025,3,4,0
2025-03-29,22868.208333333332,18464.0,29686.0,3113.523330592183,3225.6875,2749.0833333333335,0.2582700021794268,9.0,211.20000000000002,2025,3,5,1
2025-03-30,20840.020833333332,14461.0,30461.0,4677.795112845371,2876.9791666666665,3822.4166666666665,0.2582700021794268,9.0,211.20000000000002,2025,3,6,1
2025-03-31,25820.854166666668,21540.0,32665.0,3539.386802219694,628.9791666666666,3457.5625,0.2582700021794268,9.0,211.20000000000002,2025,3,0,0
2025-04-01,24444.604166666668,18354.0,31889.0,4098.00571497677,2305.9375,4108.895833333333,0.2582700021794268,9.0,211.20000000000002,2025,4,1,0
2025-04-02,24003.020833333332,18379.0,31274.0,3973.4367325580833,2582.1041666666665,4129.625,0.2582700021794268,9.0,211.20000000000002,2025,4,2,0
2025-04-03,24389.9375,19210.0,31497.0,3723.870660769289,2427.8125,3551.5833333333335,0.2582700021794268,9.0,211.20000000000002,2025,4,3,0
2025-04-04,23854.583333333332,18942.0,29920.0,3360.468627611797,2507.8541666666665,3374.4791666666665,0.2582700021794268,9.0,211.20000000000002,2025,4,4,0
2025-04-05,20528.395833333332,13917.0,27565.0,3823.2076080760207,2681.0833333333335,4095.2291666666665,0.2582700021794268,9.0,211.20000000000002,2025,4,5,1
2025-04-06,21023.395833333332,15453.0,29507.0,4081.0706445661685,1634.3541666666667,4281.75,0.2582700021794268,9.0,211.20000000000002,2025,4,6,1
2025-04-07,24756.0,20037.0,32121.0,3789.7254265329875,618.0416666666666,4266.604166666667,0.2582700021794268,9.0,211.20000000000002,2025,4,0,0
2025-04-08,25483.4375,21379.0,31729.0,3376.7090481725913,391.1041666666667,3868.4791666666665,0.2582700021794268,9.0,211.20000000000002,2025,4,1,0
2025-04-09,25933.8125,21551.0,32831.0,3533.256623619499,721.2916666666666,3515.1458333333335,0.2582700021794268,9.0,211.20000000000002,2025,4,2,0
2025-04-10,25047.041666666668,19728.0,31523.0,3539.9645686310355,801.9791666666666,3776.1041666666665,0.2582700021794268,9.0,211.20000000000002,2025,4,3,0
2025-04-11,23644.333333333332,18836.0,30041.0,3379.8451515161087,862.3333333333334,4093.8958333333335,0.2582700021794268,9.0,211.20000000000002,2025,4,4,0
2025-04-12,21950.541666666668,17755.0,27789.0,3023.020273285484,1051.4166666666667,3211.4791666666665,0.2582700021794268,9.0,211.20000000000002,2025,4,5,1
